ID;DAY;MONTH;YEAR;WEEKDAY;WEEKNUM;WEEKEND_YN;HOUR;MINUTE;BIOMASS_PROD_PLANNED;HYDROPOWER_PROD_PLANNED;WIND_OFFSHORE_PROD_PLANNED;WIND_ONSHORE_PROD_PLANNED;PHOTOVOLTAICS_PROD_PLANNED;OTHER_RENEWABLE_PROD_PLANNED;NUCLEAR_PROD_PLANNED;BROWN_COAL_PROD_PLANNED;BLACK_COAL_PROD_PLANNED;NAT_GAS_PROD_PLANNED;PUMP_STORAGE_PROD_PLANNED;OTHER_CONVENTIONAL_PROD_PLANNED;EN_PROD_PLANNED
235f37a8-3983-11eb-bcf1-f48c50351e47;29;3;2020;7;13;"1";16;0;1194;426;605;619;3362;38;2334;3882;657;1247;16;415;14795
236a3f96-3983-11eb-9f3d-f48c50351e47;29;3;2020;7;13;"1";16;15;1196;444;595;591;2945;38;2336;3885;727;1276;24;416;14473
23a8ab1d-3983-11eb-b266-f48c50351e47;29;3;2020;7;13;"1";16;30;1182;435;593;555;2490;38;2336;3881;817;1284;41;414;14066
23798f24-3983-11eb-8c60-f48c50351e47;29;3;2020;7;13;"1";16;45;1189;441;582;504;2032;38;2336;3939;890;1309;110;416;13786
235225bd-3983-11eb-9c07-f48c50351e47;29;3;2020;7;13;"1";17;0;1189;426;576;488;1613;38;2333;3966;910;1321;131;418;13409
236a3f97-3983-11eb-b4e9-f48c50351e47;29;3;2020;7;13;"1";17;15;1189;434;571;453;1187;38;2336;3995;993;1353;127;417;13093
235f37a9-3983-11eb-a5eb-f48c50351e47;29;3;2020;7;13;"1";17;30;1194;433;574;416;824;38;2336;3999;1088;1349;431;418;13100
23bc2183-3983-11eb-b7be-f48c50351e47;29;3;2020;7;13;"1";17;45;1198;468;567;424;522;38;2336;4004;1152;1353;589;417;13068
23b1c112-3983-11eb-a933-f48c50351e47;29;3;2020;7;13;"1";18;0;1204;419;556;427;286;39;2331;4002;1184;1409;434;424;12715
235225be-3983-11eb-8bcf-f48c50351e47;29;3;2020;7;13;"1";18;15;1200;422;556;450;131;40;2336;4009;1207;1411;643;422;12827
23980d00-3983-11eb-9474-f48c50351e47;29;3;2020;7;13;"1";18;30;1206;448;557;492;35;40;2337;4008;1224;1415;822;422;13006
23827ff2-3983-11eb-b9dc-f48c50351e47;29;3;2020;7;13;"1";18;45;1192;451;554;552;4;40;2336;4007;1244;1413;1024;420;13237
23b1c113-3983-11eb-b2b8-f48c50351e47;7;4;2020;2;15;"0";14;45;1204;453;79;1421;5525;34;2314;2446;449;514;0;445;14884
235225bf-3983-11eb-9087-f48c50351e47;22;4;2020;3;17;"0";9;45;1208;437;1033;2124;5068;31;1088;1233;422;391;30;400;13465
23980d01-3983-11eb-8ed4-f48c50351e47;22;4;2020;3;17;"0";10;30;1200;470;781;2628;6065;31;959;1153;422;371;13;391;14484
23a8ab20-3983-11eb-b1e0-f48c50351e47;22;4;2020;3;17;"0";11;15;1193;435;795;3220;6775;31;921;1129;417;336;0;330;15582
236a3f99-3983-11eb-8121-f48c50351e47;22;4;2020;3;17;"0";11;30;1179;429;779;3431;6947;31;920;1129;420;345;0;313;15923
23798f27-3983-11eb-99f5-f48c50351e47;22;4;2020;3;17;"0";11;45;1163;432;793;3384;7119;31;942;1140;418;337;0;311;16070
235f37ac-3983-11eb-9a60-f48c50351e47;22;4;2020;3;17;"0";12;0;1153;436;795;3300;7255;31;948;1157;414;316;0;311;16116
23a8ab21-3983-11eb-bae2-f48c50351e47;22;4;2020;3;17;"0";12;15;1167;429;799;2986;7327;31;944;1156;418;304;0;313;15874
236a3f9a-3983-11eb-a5e0-f48c50351e47;22;4;2020;3;17;"0";12;30;1174;425;793;2960;7398;31;936;1124;426;308;0;311;15886
23798f28-3983-11eb-a0a1-f48c50351e47;22;4;2020;3;17;"0";12;45;1185;418;792;2950;7432;31;912;1066;424;308;0;319;15837
23827ff4-3983-11eb-aac0-f48c50351e47;22;4;2020;3;17;"0";13;0;1201;421;790;2686;7407;31;906;1047;427;306;0;319;15541
235f37ad-3983-11eb-8a9e-f48c50351e47;22;4;2020;3;17;"0";13;15;1192;418;776;2568;7390;31;905;1049;429;307;0;317;15382
23798f29-3983-11eb-ad97-f48c50351e47;22;4;2020;3;17;"0";13;30;1191;417;751;2554;7358;31;905;1046;426;305;0;318;15302
23b1c116-3983-11eb-b27a-f48c50351e47;22;4;2020;3;17;"0";13;45;1177;414;716;2623;7258;31;905;1048;423;305;0;313;15213
238f5cf7-3983-11eb-9dbe-f48c50351e47;22;4;2020;3;17;"0";14;0;1178;429;619;2575;7157;31;912;1055;418;305;0;310;14989
235f37ae-3983-11eb-bf06-f48c50351e47;22;4;2020;3;17;"0";14;15;1180;425;591;2643;7024;31;885;1054;418;306;17;316;14890
23798f2a-3983-11eb-86f5-f48c50351e47;22;4;2020;3;17;"0";14;30;1185;423;592;2806;6883;31;849;1048;412;308;0;313;14850
236a3f9c-3983-11eb-bd0b-f48c50351e47;22;4;2020;3;17;"0";14;45;1187;423;590;2941;6714;31;843;1051;401;300;0;307;14788
23b1c117-3983-11eb-9344-f48c50351e47;22;4;2020;3;17;"0";15;0;1188;422;701;3075;6524;31;843;1047;386;303;0;305;14825
235f37af-3983-11eb-bba9-f48c50351e47;22;4;2020;3;17;"0";15;15;1187;416;736;3181;6322;31;844;1044;382;306;0;309;14758
23827ff5-3983-11eb-806d-f48c50351e47;22;4;2020;3;17;"0";15;30;1188;416;746;3322;6086;31;844;1049;383;308;0;309;14682
235225c4-3983-11eb-9da7-f48c50351e47;22;4;2020;3;17;"0";15;45;1192;418;756;3521;5816;31;852;973;385;309;4;308;14565
23a9894e-3983-11eb-84a1-f48c50351e47;22;4;2020;3;17;"0";16;0;1206;422;763;3793;5508;31;855;1043;383;306;0;310;14620
23798f2b-3983-11eb-8ef7-f48c50351e47;22;4;2020;3;17;"0";16;15;1208;425;765;3939;5156;31;874;1077;379;305;0;311;14470
23b1c119-3983-11eb-b76e-f48c50351e47;22;4;2020;3;17;"0";17;0;1204;420;856;5053;3995;31;875;1106;376;335;0;316;14567
23798f2c-3983-11eb-8517-f48c50351e47;22;4;2020;3;17;"0";19;30;1204;488;1357;5931;301;31;1118;1135;397;367;198;398;12925
23980d06-3983-11eb-b46f-f48c50351e47;29;4;2020;3;18;"0";10;15;1196;516;348;2294;2776;37;1674;3463;1537;1182;607;455;16085
23a98950-3983-11eb-a6af-f48c50351e47;29;4;2020;3;18;"0";10;30;1196;522;342;2372;2893;37;1676;3476;1528;1188;559;461;16250
235f37b2-3983-11eb-a527-f48c50351e47;29;4;2020;3;18;"0";10;45;1195;508;328;2478;2977;37;1674;3470;1526;1185;492;453;16323
23524c84-3983-11eb-90d5-f48c50351e47;29;4;2020;3;18;"0";11;0;1192;527;328;2519;3045;37;1674;3468;1529;1182;475;439;16415
23827ff8-3983-11eb-bdb5-f48c50351e47;29;4;2020;3;18;"0";11;15;1191;505;344;2588;3096;37;1673;3460;1518;1184;461;439;16496
236a3fa1-3983-11eb-9ea6-f48c50351e47;29;4;2020;3;18;"0";11;30;1189;535;346;2645;3095;37;1673;3463;1515;1184;434;447;16563
23798f2f-3983-11eb-a6d7-f48c50351e47;29;4;2020;3;18;"0";11;45;1188;562;352;2674;3102;37;1673;3451;1507;1178;402;443;16569
236a3fa2-3983-11eb-a309-f48c50351e47;29;4;2020;3;18;"0";12;0;1187;572;360;2747;3088;37;1672;3440;1497;1146;567;439;16752
23980d09-3983-11eb-a02d-f48c50351e47;29;4;2020;3;18;"0";12;15;1183;537;358;2781;3104;37;1672;3428;1493;1141;507;447;16688
23b1c11d-3983-11eb-b5a0-f48c50351e47;29;4;2020;3;18;"0";12;30;1180;566;372;2782;3083;37;1672;3428;1497;1148;561;449;16775
23980d0a-3983-11eb-a243-f48c50351e47;29;4;2020;3;18;"0";12;45;1184;528;390;2811;3066;37;1672;3426;1497;1144;553;447;16755
23b1c11e-3983-11eb-8791-f48c50351e47;29;4;2020;3;18;"0";13;0;1188;566;405;2836;3067;37;1672;3434;1497;1144;587;449;16882
23524c86-3983-11eb-b9c8-f48c50351e47;29;4;2020;3;18;"0";13;15;1189;534;428;2841;3042;37;1669;3421;1499;1145;572;455;16832
23798f32-3983-11eb-8126-f48c50351e47;29;4;2020;3;18;"0";13;30;1190;533;448;2850;3005;37;1670;3429;1495;1144;517;458;16776
23b1c11f-3983-11eb-8104-f48c50351e47;29;4;2020;3;18;"0";13;45;1191;507;452;2887;2971;37;1669;3431;1497;1140;310;456;16548
236a3fa5-3983-11eb-8669-f48c50351e47;29;4;2020;3;18;"0";14;0;1197;513;450;2948;2936;37;1670;3433;1498;1144;136;450;16412
235f37b7-3983-11eb-b6f0-f48c50351e47;29;4;2020;3;18;"0";14;15;1206;518;467;2998;2868;37;1669;3424;1496;1134;101;449;16367
236a3fa6-3983-11eb-96fa-f48c50351e47;29;4;2020;3;18;"0";14;45;1204;518;513;2998;2711;37;1671;3378;1495;1130;43;449;16147
23b1c120-3983-11eb-afbd-f48c50351e47;7;5;2020;4;19;"0";14;15;1200;503;312;883;4744;37;1662;3637;2192;1193;83;432;16878
23980d0d-3983-11eb-8ba1-f48c50351e47;7;5;2020;4;19;"0";14;30;1200;503;301;826;4721;37;1666;3646;2202;1197;53;439;16791
238f5cfd-3983-11eb-8c98-f48c50351e47;7;5;2020;4;19;"0";15;0;1208;492;302;773;4507;37;1665;3638;2168;1189;23;439;16441
23639afa-3983-11eb-acec-f48c50351e47;17;11;2020;2;47;"0";19;15;1221;479;254;3664;0;40;2315;4063;2135;1247;235;363;16016
239bd4a8-3983-11eb-a897-f48c50351e47;17;11;2020;2;47;"0";19;30;1222;451;259;3653;0;40;2315;4063;2134;1243;156;363;15899
23b505b4-3983-11eb-822a-f48c50351e47;17;11;2020;2;47;"0";19;45;1219;446;272;3650;0;40;2317;4063;2102;1231;110;363;15813
239066d9-3983-11eb-aa6c-f48c50351e47;17;11;2020;2;47;"0";20;0;1218;462;288;3666;0;40;2300;4079;2066;1186;243;363;15911
239bd4ab-3983-11eb-8e89-f48c50351e47;17;11;2020;2;47;"0";20;15;1218;453;298;3680;0;40;2260;4066;2049;1177;105;363;15709
23b505b6-3983-11eb-9688-f48c50351e47;17;11;2020;2;47;"0";20;30;1218;439;305;3675;0;40;2223;4064;2033;1179;60;363;15599
23abaa8e-3983-11eb-a470-f48c50351e47;17;11;2020;2;47;"0";20;45;1217;447;326;3676;0;40;2184;4063;1977;1106;78;363;15477
239066da-3983-11eb-a296-f48c50351e47;17;11;2020;2;47;"0";21;0;1216;463;341;3629;0;40;2146;4064;1920;1039;188;363;15409
23abaa8f-3983-11eb-b060-f48c50351e47;17;11;2020;2;47;"0";21;15;1216;457;362;3646;0;40;2107;4061;1880;975;216;363;15323
23bce561-3983-11eb-aacd-f48c50351e47;17;11;2020;2;47;"0";21;30;1214;467;378;3679;0;40;2072;4042;1857;974;230;363;15316
23abaa90-3983-11eb-8927-f48c50351e47;17;11;2020;2;47;"0";21;45;1211;460;403;3677;0;40;2042;3998;1862;973;265;363;15294
23639b00-3983-11eb-bd02-f48c50351e47;17;11;2020;2;47;"0";22;0;1209;460;432;3557;0;40;2020;3963;1840;975;171;363;15030
239bfb7a-3983-11eb-8780-f48c50351e47;17;11;2020;2;47;"0";22;15;1205;461;457;3560;0;40;2009;3864;1833;976;183;363;14951
23bce562-3983-11eb-857d-f48c50351e47;17;11;2020;2;47;"0";22;30;1202;459;479;3527;0;40;2000;3829;1816;980;214;363;14909
23639b01-3983-11eb-bfdd-f48c50351e47;17;11;2020;2;47;"0";22;45;1207;458;510;3490;0;40;1992;3821;1710;960;169;363;14720
239bfb7b-3983-11eb-bad6-f48c50351e47;17;11;2020;2;47;"0";23;0;1206;476;523;3483;0;40;1995;3806;1549;896;54;363;14391
23b505b9-3983-11eb-84bd-f48c50351e47;17;11;2020;2;47;"0";23;15;1205;475;536;3475;0;40;1984;3753;1453;890;53;363;14227
23bce563-3983-11eb-ad1e-f48c50351e47;17;11;2020;2;47;"0";23;30;1204;453;566;3470;0;40;1986;3716;1403;895;38;363;14134
239bfb7c-3983-11eb-b19d-f48c50351e47;17;11;2020;2;47;"0";23;45;1200;449;608;3407;0;40;1983;3684;1305;892;34;363;13965
239066de-3983-11eb-9146-f48c50351e47;18;11;2020;3;47;"0";0;0;1197;477;659;3362;0;40;1987;3696;1155;879;55;360;13867
23abaa94-3983-11eb-b268-f48c50351e47;18;11;2020;3;47;"0";5;45;1181;486;1398;1926;0;40;1987;3909;2541;1240;180;360;15248
23bce564-3983-11eb-bb3e-f48c50351e47;18;11;2020;3;47;"0";6;45;1190;509;1478;1794;0;40;1987;3940;3104;1520;661;360;16583
239066df-3983-11eb-8e6e-f48c50351e47;18;11;2020;3;47;"0";7;0;1194;438;1453;1749;0;40;1984;3933;3083;1605;760;363;16602
235880c3-3983-11eb-b4c2-f48c50351e47;18;11;2020;3;47;"0";17;30;1214;472;1235;3582;0;40;1986;3885;3422;2172;431;364;18803
23bce565-3983-11eb-becd-f48c50351e47;18;11;2020;3;47;"0";19;45;1211;451;1349;4752;0;40;1987;3903;2633;1921;123;364;18734
235880c4-3983-11eb-a195-f48c50351e47;18;11;2020;3;47;"0";22;30;1208;438;1512;5753;0;40;1976;3289;1104;1200;2;363;16885
239066e1-3983-11eb-b2e3-f48c50351e47;18;11;2020;3;47;"0";23;0;1211;446;1437;6008;0;39;1971;2889;1031;1080;11;363;16486
235880c5-3983-11eb-afeb-f48c50351e47;19;11;2020;4;47;"0";6;0;1158;412;1526;5780;0;40;1940;3651;1639;1123;46;364;17679
23abaa98-3983-11eb-bbc1-f48c50351e47;19;11;2020;4;47;"0";21;15;1212;443;331;605;0;40;1995;3918;4103;2191;329;369;15536
235880c6-3983-11eb-a919-f48c50351e47;20;11;2020;5;47;"0";5;0;1197;410;0;277;0;37;1994;3968;3315;1980;3;364;13545
239066e3-3983-11eb-834e-f48c50351e47;20;11;2020;5;47;"0";5;15;1196;412;0;288;0;38;1996;3972;3448;2013;14;363;13740
235880c7-3983-11eb-81c2-f48c50351e47;20;11;2020;5;47;"0";6;30;1193;440;5;289;0;39;1995;4024;4073;2297;251;366;14972
23639b09-3983-11eb-a184-f48c50351e47;20;11;2020;5;47;"0";6;45;1198;429;8;294;0;39;1994;4029;4087;2371;467;370;15286
23abaa9b-3983-11eb-842b-f48c50351e47;21;11;2020;6;47;"1";1;0;1197;425;47;506;0;45;1994;3860;2707;1769;50;369;12969
239bfb83-3983-11eb-a0e2-f48c50351e47;21;11;2020;6;47;"1";2;0;1196;409;42;514;0;44;1995;3845;2631;1674;29;366;12745
235880c9-3983-11eb-8680-f48c50351e47;21;11;2020;6;47;"1";3;30;1195;407;44;525;0;44;1994;3847;2761;1764;11;364;12956
239bfb84-3983-11eb-acc5-f48c50351e47;21;11;2020;6;47;"1";3;45;1195;407;37;517;0;44;1993;3854;2787;1771;11;364;12980
23b505bf-3983-11eb-a21f-f48c50351e47;21;11;2020;6;47;"1";4;15;1195;403;74;543;0;44;1993;3856;2868;1792;9;363;13140
23abaa9d-3983-11eb-9c66-f48c50351e47;21;11;2020;6;47;"1";4;30;1196;408;81;549;0;45;1992;3860;2922;1792;11;369;13225
23639b0d-3983-11eb-ae67-f48c50351e47;21;11;2020;6;47;"1";4;45;1198;409;82;541;0;48;1992;3860;2975;1830;8;369;13312
239066e7-3983-11eb-91a9-f48c50351e47;21;11;2020;6;47;"1";5;30;1198;415;92;587;0;48;1992;3834;3155;1879;21;370;13591
23639b0e-3983-11eb-9f33-f48c50351e47;21;11;2020;6;47;"1";6;0;1199;409;156;598;0;50;1991;3888;3541;2137;39;372;14380
239066e8-3983-11eb-a1fd-f48c50351e47;22;11;2020;7;47;"1";18;30;1216;366;754;3246;0;50;1984;3958;3268;1998;138;364;17342
23639b0f-3983-11eb-83b7-f48c50351e47;22;11;2020;7;47;"1";18;45;1215;368;733;3337;0;50;1984;3959;3122;2003;160;364;17295
239066e9-3983-11eb-a58e-f48c50351e47;22;11;2020;7;47;"1";19;45;1214;372;710;3649;0;48;1982;3894;2518;1822;84;364;16657
23bce56b-3983-11eb-b7db-f48c50351e47;24;11;2020;2;48;"0";7;0;1205;342;1609;2936;0;50;2286;2562;411;784;18;360;12563
235880ce-3983-11eb-b625-f48c50351e47;24;11;2020;2;48;"0";7;15;1208;344;1596;2904;0;50;2295;2712;426;828;26;363;12752
23abaaa1-3983-11eb-9901-f48c50351e47;24;11;2020;2;48;"0";16;45;1204;386;856;1312;0;50;2297;3886;1882;1165;299;363;13700
235880cf-3983-11eb-8376-f48c50351e47;24;11;2020;2;48;"0";17;30;1205;391;805;1342;0;50;2299;3882;1913;1176;812;363;14238
23abaaa2-3983-11eb-b6cb-f48c50351e47;24;11;2020;2;48;"0";17;45;1212;401;789;1350;0;50;2300;3890;1922;1181;846;363;14304
23b505c5-3983-11eb-b60d-f48c50351e47;24;11;2020;2;48;"0";18;0;1208;380;769;1330;0;50;2296;3876;1939;1196;777;363;14184
23639b13-3983-11eb-80b7-f48c50351e47;24;11;2020;2;48;"0";18;45;1210;362;728;1306;0;50;2301;3888;1950;1194;728;363;14080
23abaaa3-3983-11eb-8006-f48c50351e47;24;11;2020;2;48;"0";19;0;1210;353;669;1264;0;50;2301;3886;1969;1198;775;364;14039
23bce56d-3983-11eb-9c4d-f48c50351e47;24;11;2020;2;48;"0";19;45;1213;352;537;1212;0;50;2301;3862;1998;1194;690;363;13772
235880d2-3983-11eb-a528-f48c50351e47;24;11;2020;2;48;"0";20;45;1204;332;423;1077;0;50;2300;3848;1976;1171;323;364;13068
239c1106-3983-11eb-964d-f48c50351e47;24;11;2020;2;48;"0";21;0;1204;342;418;1011;0;50;2304;3837;1927;1159;117;364;12733
235880d3-3983-11eb-bfb8-f48c50351e47;24;11;2020;2;48;"0";21;15;1206;332;414;958;0;50;2303;3841;1920;1159;161;363;12707
23639b16-3983-11eb-8fcb-f48c50351e47;24;11;2020;2;48;"0";21;30;1212;332;413;898;0;50;2303;3855;1928;1176;149;364;12680
239c1107-3983-11eb-9163-f48c50351e47;24;11;2020;2;48;"0";21;45;1210;331;386;867;0;50;2303;3852;1913;1185;63;363;12523
2363d082-3983-11eb-ab90-f48c50351e47;24;11;2020;2;48;"0";23;0;1210;341;321;608;0;50;2307;3845;1749;1163;50;364;12008
239066ef-3983-11eb-83bf-f48c50351e47;24;11;2020;2;48;"0";23;45;1202;342;279;572;0;50;2303;3855;1697;1158;28;364;11850
235880d5-3983-11eb-af6e-f48c50351e47;25;11;2020;3;48;"0";0;0;1200;355;265;544;0;50;2309;3843;1701;1068;24;364;11723
23bce56f-3983-11eb-88aa-f48c50351e47;25;11;2020;3;48;"0";0;15;1199;364;249;510;0;50;2312;3853;1685;1082;27;364;11695
23abaaa8-3983-11eb-a1b1-f48c50351e47;25;11;2020;3;48;"0";1;15;1190;354;216;445;0;50;2312;3898;1453;1055;36;363;11372
23b505cb-3983-11eb-a8c1-f48c50351e47;25;11;2020;3;48;"0";1;30;1190;359;205;434;0;50;2313;3901;1446;1065;30;364;11357
2363d085-3983-11eb-9cc3-f48c50351e47;25;11;2020;3;48;"0";1;45;1190;350;190;434;0;50;2313;3913;1434;1061;22;364;11321
23b505cc-3983-11eb-a245-f48c50351e47;25;11;2020;3;48;"0";2;15;1194;359;162;410;0;50;2315;3919;1397;1021;28;364;11219
235880d8-3983-11eb-aab6-f48c50351e47;25;11;2020;3;48;"0";2;30;1195;370;156;393;0;50;2315;3927;1402;1019;3;363;11193
23bce571-3983-11eb-8d13-f48c50351e47;25;11;2020;3;48;"0";3;0;1194;371;153;362;0;50;2317;3945;1440;985;6;364;11187
23a745f0-3983-11eb-a5c7-f48c50351e47;9;2;2020;7;6;"1";0;15;1222;390;1011;8315;0;34;2205;1126;544;526;122;377;15872
235ca602-3983-11eb-9909-f48c50351e47;9;2;2020;7;6;"1";0;45;1221;376;1011;8324;0;34;2186;1123;539;508;39;378;15739
23a745f2-3983-11eb-a2c5-f48c50351e47;9;2;2020;7;6;"1";1;0;1217;384;1012;8343;0;34;2176;1123;540;509;26;378;15742
23a745f3-3983-11eb-a69e-f48c50351e47;11;2;2020;2;7;"0";0;15;1219;350;1114;8277;0;35;1701;1448;372;471;11;373;15371
235cccb5-3983-11eb-be10-f48c50351e47;11;3;2020;3;11;"0";5;30;1220;502;877;6378;0;40;2241;1975;313;746;3;378;14673
235cccb6-3983-11eb-8ff9-f48c50351e47;19;5;2020;2;21;"0";1;30;1193;464;316;766;0;28;1339;3192;1167;692;191;375;9723
235cccb7-3983-11eb-a5b4-f48c50351e47;19;5;2020;2;21;"0";1;45;1191;449;292;741;0;28;1339;3190;1135;663;88;374;9490
235cd77d-3983-11eb-a2fb-f48c50351e47;19;5;2020;2;21;"0";2;0;1193;463;276;730;0;28;1346;3188;1030;640;158;375;9427
235cd77e-3983-11eb-8015-f48c50351e47;22;5;2020;5;21;"0";2;0;1198;494;953;3925;0;29;1333;2768;612;814;2;378;12506
238c0ca4-3983-11eb-940f-f48c50351e47;1;4;2020;3;14;"0";6;30;1216;423;108;2865;0;47;2350;3924;802;1166;481;427;13809
23a745fa-3983-11eb-a3f9-f48c50351e47;22;5;2020;5;21;"0";2;15;1200;488;958;3938;0;29;1330;2722;613;801;2;378;12459
237612c7-3983-11eb-af25-f48c50351e47;1;4;2020;3;14;"0";20;0;1227;474;487;3178;0;42;2334;4088;867;1184;1137;421;15439
23a745fb-3983-11eb-b344-f48c50351e47;22;5;2020;5;21;"0";3;15;1197;488;991;3876;0;29;1323;2669;613;760;2;378;12326
2367ebb3-3983-11eb-abd1-f48c50351e47;1;4;2020;3;14;"0";21;15;1226;447;602;4600;0;42;2343;4040;684;1150;222;427;15783
2380c1a8-3983-11eb-bf10-f48c50351e47;22;5;2020;5;21;"0";4;15;1193;482;1012;4036;0;29;1328;2704;611;816;2;378;12591
238c3352-3983-11eb-b67c-f48c50351e47;1;4;2020;3;14;"0";22;0;1227;457;698;4950;0;41;2343;4017;609;1142;312;424;16220
2380c1a9-3983-11eb-b1c0-f48c50351e47;23;5;2020;6;21;"1";0;15;1193;530;363;1407;0;29;1350;3363;1069;922;15;378;10619
23b9cee9-3983-11eb-b446-f48c50351e47;2;4;2020;4;14;"0";0;0;1214;433;875;5166;0;41;2347;3606;551;729;33;431;15426
23a74602-3983-11eb-9d3a-f48c50351e47;23;5;2020;6;21;"1";0;30;1192;508;384;1368;0;29;1348;3354;1010;924;2;378;10497
238c3353-3983-11eb-857e-f48c50351e47;2;4;2020;4;14;"0";0;15;1214;433;900;5143;0;41;2342;3533;547;694;0;410;15257
23b051a4-3983-11eb-aab6-f48c50351e47;25;5;2020;1;22;"0";0;0;1191;534;479;1718;0;28;1343;2887;613;999;33;373;10198
23a9d72b-3983-11eb-85e9-f48c50351e47;14;5;2020;4;20;"0";5;15;1203;524;179;2517;4;37;1656;3178;1223;839;13;433;11806
237612ca-3983-11eb-86b9-f48c50351e47;2;4;2020;4;14;"0";0;30;1216;435;928;5090;0;41;2332;3412;539;677;0;411;15081
23b051a5-3983-11eb-b1ea-f48c50351e47;26;5;2020;2;22;"0";0;0;1194;565;483;997;0;28;1341;2468;598;820;204;361;9059
235f5e9d-3983-11eb-9f06-f48c50351e47;14;5;2020;4;20;"0";5;45;1203;520;150;2483;59;37;1656;3265;1432;859;2;437;12103
2367ebb6-3983-11eb-85b0-f48c50351e47;2;4;2020;4;14;"0";0;45;1213;436;958;5031;0;41;2336;3359;525;672;0;411;14982
23b051a6-3983-11eb-8984-f48c50351e47;26;5;2020;2;22;"0";0;45;1193;545;578;912;0;28;1340;2304;547;794;69;378;8688
23980d52-3983-11eb-957d-f48c50351e47;14;5;2020;4;20;"0";17;15;1203;506;48;3299;3171;37;1631;3069;1221;856;23;446;15510
237612cb-3983-11eb-a754-f48c50351e47;2;4;2020;4;14;"0";6;15;1213;436;904;4173;0;47;2295;4099;873;984;618;441;16083
235cd789-3983-11eb-82dd-f48c50351e47;26;5;2020;2;22;"0";1;0;1192;556;639;904;0;28;1341;2267;540;801;72;377;8717
236a3fed-3983-11eb-a9c9-f48c50351e47;14;5;2020;4;20;"0";19;0;1208;493;70;3144;1055;37;1651;3289;1714;936;165;445;14207
238c3355-3983-11eb-b102-f48c50351e47;2;4;2020;4;14;"0";21;15;1227;454;646;4443;0;35;2276;4010;1063;905;585;431;16075
23a74608-3983-11eb-a28b-f48c50351e47;26;5;2020;2;22;"0";1;30;1189;540;735;881;0;28;1338;2230;524;688;50;373;8576
238f83ee-3983-11eb-8fbf-f48c50351e47;22;5;2020;5;21;"0";8;0;1208;486;827;4545;471;29;1337;3660;1287;1039;777;384;16050
237612cc-3983-11eb-9e9c-f48c50351e47;2;4;2020;4;14;"0";21;30;1227;442;660;4472;0;35;2276;4003;1039;898;543;428;16023
23524cd0-3983-11eb-8b23-f48c50351e47;22;5;2020;5;21;"0";11;0;1208;530;549;4376;1889;29;1344;3646;1322;993;281;384;16551
23b051aa-3983-11eb-8391-f48c50351e47;26;5;2020;2;22;"0";1;45;1191;540;768;910;0;28;1337;2199;498;580;32;375;8458
23b9ceee-3983-11eb-9053-f48c50351e47;3;4;2020;5;14;"0";0;15;1216;432;886;3717;0;35;2280;4023;1021;735;18;414;14777
23b32aaf-3983-11eb-b397-f48c50351e47;22;5;2020;5;21;"0";11;45;1206;533;472;4354;2315;29;1344;3605;1362;992;301;386;16899
23a7460b-3983-11eb-a20a-f48c50351e47;26;5;2020;2;22;"0";2;0;1189;549;811;944;0;28;1341;2077;496;566;37;374;8412
2367ebbd-3983-11eb-af97-f48c50351e47;3;4;2020;5;14;"0";0;30;1214;433;861;3650;0;35;2275;4020;1040;724;18;415;14685
23980d53-3983-11eb-b433-f48c50351e47;22;5;2020;5;21;"0";14;0;1200;547;359;4145;3262;29;1350;3475;1345;961;75;384;17132
235cd78e-3983-11eb-9889-f48c50351e47;26;5;2020;2;22;"0";2;30;1184;540;966;1031;0;28;1337;1910;495;572;30;377;8470
2367ebbe-3983-11eb-9072-f48c50351e47;3;4;2020;5;14;"0";1;0;1212;425;826;3503;0;35;2285;4016;1016;712;0;417;14447
238f83ef-3983-11eb-94f9-f48c50351e47;22;5;2020;5;21;"0";19;30;1208;547;414;2785;614;29;1351;3522;1410;981;590;392;13843
23b9ceef-3983-11eb-bf92-f48c50351e47;3;4;2020;5;14;"0";1;15;1213;424;859;3410;0;35;2282;4011;1011;708;0;411;14364
23a7460d-3983-11eb-b577-f48c50351e47;26;5;2020;2;22;"0";22;30;1192;564;1084;4102;0;28;1281;2242;318;667;463;360;12301
23524cd1-3983-11eb-a2cc-f48c50351e47;22;5;2020;5;21;"0";19;45;1208;540;411;2652;454;29;1351;3514;1403;980;706;387;13635
237612d3-3983-11eb-8c0e-f48c50351e47;3;4;2020;5;14;"0";2;0;1214;426;970;2963;0;36;2285;4009;858;726;0;429;13916
2380efe6-3983-11eb-8700-f48c50351e47;26;5;2020;2;22;"0";22;45;1192;560;1075;4211;0;28;1281;2208;289;668;391;360;12263
23b32ab0-3983-11eb-a1dc-f48c50351e47;22;5;2020;5;21;"0";21;15;1204;522;408;1934;2;29;1351;3516;1420;982;658;386;12412
238c335d-3983-11eb-8683-f48c50351e47;3;4;2020;5;14;"0";3;0;1212;426;862;2660;0;38;2313;4025;909;746;0;432;13623
23a74610-3983-11eb-9129-f48c50351e47;26;5;2020;2;22;"0";23;0;1194;569;1074;4294;0;28;1281;2106;277;670;204;360;12057
236a3fef-3983-11eb-b916-f48c50351e47;29;5;2020;5;22;"0";0;0;1108;590;403;1773;2;34;1674;2716;717;1160;11;401;10589
